Temp,E,E_std,M,M_std,M_th,C,C_std,C_th,X,X_std
1.0,-0.9985757861328125,2.706129355968306e-05,0.9992735437011722,1.40056909570439e-05,0.9992757519570612,0.0058774005858686,0.00029536959635470734,-0.5331515713322278,0.001580228928323777,8.026259768509193e-05
1.0303030303030303,-0.9981931420898437,3.273217305354881e-05,0.9990759606933595,1.7252399462557864e-05,0.9990743828673202,0.007040198450052177,0.0004149320701065116,-0.5212007394169967,0.0019702237617826436,0.00011854507570327793
1.0606060606060606,-0.9977266979980467,3.90515804096481e-05,0.9988336767578125,2.047175174280255e-05,0.9988320091833017,0.00839703628650927,0.00043666795141706147,-0.5089539412649581,0.0024419315739235446,0.00012884878025842806
1.1818181818181819,-0.9948830700683593,5.792458956171632e-05,0.997338233642578,3.1872073277575227e-05,0.9973384893801557,0.015298474001503035,0.0007822740147634692,-0.45668803710792355,0.0052222417225199855,0.00027411557860871797
1.2424242424242424,-0.9927293505859375,7.373954407878268e-05,0.9961835546875,4.0237892811881345e-05,0.9961870910556672,0.019981493108559945,0.0011647766461745056,-0.42832622809048504,0.007429786780477759,0.0004593619891232078
1.303030303030303,-0.9899917980957033,7.966430680897384e-05,0.9946971875,4.447658436029636e-05,0.9946872194071207,0.0253695995027043,0.0013135732764700426,-0.3982383778005934,0.01023725170359602,0.000556712629869864
1.3636363636363638,-0.986505460205078,9.184741938608183e-05,0.9927683020019529,5.4600811110815e-05,0.9927699495803408,0.03160842176024727,0.0016889813746235147,-0.36620070741448885,0.01395686300473729,0.0007767255807454966
1.4242424242424243,-0.9822202783203126,0.00012628731714299626,0.9903503076171876,7.634216070219303e-05,0.9903562744387484,0.0387348697489752,0.0020383912494930457,-0.3319428839604284,0.01886439998702546,0.0011250768331117725
1.4848484848484849,-0.9770264611816408,0.00012577449336770915,0.9873569140625,7.598404191963874e-05,0.9873543142735284,0.04721079714307794,0.002759035813910438,-0.2951341384422505,0.025228510999710414,0.0016125366407142292
1.5454545454545454,-0.9707566577148435,0.0001606773583354636,0.9836494824218751,0.00010724137878891225,0.9836552933894177,0.056101829208709805,0.0030086395986315515,-0.25536378990601716,0.03347611289003266,0.00199298266005705
1.606060606060606,-0.9633246887207031,0.00019072986311805828,0.9791369885253904,0.00012976701929192324,0.9791277016185896,0.06662113172399019,0.004611818998497043,-0.21211323133084192,0.04415901485289035,0.0036721547027197933
1.6666666666666667,-0.9545000866699219,0.0002166882383977934,0.9735815490722658,0.0001534046163642955,0.9736086674403005,0.07862088541367993,0.00540829453741534,-0.1647144501914566,0.058940179788627575,0.004444399511194019
1.7272727272727273,-0.9442408459472655,0.00029329027690164786,0.9668774475097658,0.0002312765353514346,0.9668908525208443,0.09101164622296572,0.006291062073033843,-0.11228648292168886,0.07836552553057693,0.0059503016124283084
1.7878787878787878,-0.9322342956542968,0.0003073883020737574,0.9586604675292968,0.00027373329097178927,0.9587017940181989,0.10707179056383234,0.006955306478716076,-0.053634021392808436,0.10754653239392165,0.008803347731451548
1.8484848484848486,-0.9182829821777344,0.00038411557223327615,0.9486050878906249,0.00035056074611084594,0.948669775564349,0.12408382261454207,0.008739440734507475,0.012922583497696791,0.14788127982810692,0.014238254965555423
1.9090909090909092,-0.9021436694335938,0.0004038162075076883,0.9362549401855468,0.00046211522130259157,0.9362639806661803,0.14316323242457707,0.01031708098142074,0.08985046658703166,0.20736294277712833,0.022238167583912203
1.9696969696969697,-0.8833323229980469,0.0006247219969194337,0.9206216076660158,0.0007872306713789539,0.9206811627511036,0.16520608753294236,0.0117895361899992,0.18098934584675214,0.3070561747917477,0.039917073334853594
2.0303030303030303,-0.8612867041015625,0.0007877071161007611,0.9004736267089843,0.0012075657982914948,0.9006077946648289,0.1935023457574507,0.017818995296968843,0.29280679862150866,0.4809109984473365,0.07487313069532352
2.090909090909091,-0.8353815722656249,0.0009406296431658143,0.8737431506347656,0.0020911093151507612,0.873642668819075,0.23011818185198127,0.024392361976274982,0.4375269547517037,0.8203321783324549,0.19037504739921232
2.1515151515151514,-0.8040657275390624,0.0017819194674454338,0.8345787219238281,0.006336722873782228,0.8345391960470678,0.27541233538872917,0.03246275824438009,0.642982361279801,1.6844757978105755,0.8250236183846786
2.212121212121212,-0.7642551440429686,0.0027927164496269787,0.7674800854492188,0.013852934618450156,0.7670179122107826,0.3474293330855295,0.06676774721410958,1.000885005115426,4.525845148422163,3.4600939936556085
2.2727272727272725,-0.7026002319335936,0.00819044927531709,0.48337365844726565,0.1385737662735593,0.0,0.40074644959104605,0.12100046957536979,0.0,25.418297490511605,21.48525137562738
2.3333333333333335,-0.6437998681640625,0.003879068661368872,0.13837471069335938,0.0764486689156581,0.0,0.3356851794595013,0.061261070107069424,0.0,26.44659842189628,20.68898793555203
2.393939393939394,-0.6054991638183596,0.001923752167523817,0.09028861572265624,0.03203277426792334,0.0,0.2701403011905073,0.03763220001149699,0.0,20.297879192065615,12.339795149220427
2.4545454545454546,-0.5735182531738282,0.001375559033027437,0.05959852661132812,0.015205586173521914,0.0,0.23575724288297537,0.026466137191779905,0.0,11.155342090187625,5.461415176148858
2.515151515151515,-0.5466039965820313,0.0011799018895981802,0.04636490600585938,0.0091145694181268,0.0,0.2020621326398887,0.01771864078649312,0.0,7.198849095116042,3.015758393875311
2.5757575757575757,-0.5228903759765626,0.0009525638027110844,0.038420070800781254,0.007075729780452826,0.0,0.1821084343531038,0.01649922076991741,0.0,5.088823643608456,1.7544110685109766
2.6363636363636367,-0.5017907958984374,0.0008261278733243747,0.03433662231445312,0.005319851436575685,0.0,0.16318965330052543,0.013894737185008837,0.0,4.013931360052279,1.1975916947825749
2.6969696969696972,-0.48261325683593753,0.0007303896925468647,0.031120871582031247,0.004081863445478968,0.0,0.15109498995986004,0.012436087224264435,0.0,3.1602075277370627,0.7688689175475071
2.757575757575758,-0.4653899975585938,0.0006974120989097546,0.02755508056640625,0.0031939545490124567,0.0,0.13631711396270194,0.010666085657595942,0.0,2.5184919788208275,0.5940897369069108
2.8181818181818183,-0.4494558471679687,0.0005860887427638613,0.0259310400390625,0.0026813911888589176,0.0,0.12621614458261127,0.009130009599621448,0.0,2.2296843400113406,0.46644858530712785
2.878787878787879,-0.4346997546386719,0.0005727981344501205,0.02404661010742187,0.002185503442044993,0.0,0.11543024745754991,0.007849841401527932,0.0,1.833360009570286,0.3819745744923941
2.9393939393939394,-0.4213095568847657,0.00047095307069862136,0.022418813476562497,0.0018478251300336902,0.0,0.10673209460706824,0.006531749510970449,0.0,1.5803324213048184,0.29969039117018387
3.0,-0.40867298095703125,0.0005232040613002859,0.021233276367187495,0.001519671064382479,0.0,0.09993247855903267,0.006452568325306464,0.0,1.3774762769222004,0.2049764955678373
3.0606060606060606,-0.39701917724609376,0.0005039246399059522,0.020347785644531255,0.001653126958890955,0.0,0.09392376710384934,0.005441816415378852,0.0,1.2479221503939124,0.21834054701675565
3.121212121212121,-0.38597698486328125,0.0004423569093307875,0.01906940063476563,0.0015494896428701857,0.0,0.08730190630772387,0.005319192384149598,0.0,1.0681419624466446,0.1892726911313774
3.1818181818181817,-0.37551637207031247,0.00041847953220618085,0.0185114111328125,0.0012541613774372912,0.0,0.08206055527682948,0.004510493602656175,0.0,0.9897591563320312,0.1301442844953919
3.2424242424242427,-0.3658069091796875,0.0004825369706097358,0.017474467773437502,0.0009862766424238068,0.0,0.0775479758828281,0.00475156671224791,0.0,0.8766105478861529,0.11235036222940475
